Proveedor,Marca,Group,Sub Grupo,Codigo Secundario,Codigo,Descripcion,Costo,Iva,PVP,% Rent,Unid.,Cant.,Und. X Cja,Cant. Emb.,Uni. Emb.,Total
SERVICIO DE AUTOPARTES AUTODESER S.A.,MASARU,GENERAL,GENERAL,2904400-FK01,716DF01A130,MESA SUS DFSK GLORY 560 1.8 19- DEL RH ( MASARU ),17.22,15,38,91.89%,UNI,3,0,0,N/D,51.66
N/D,GENERAL,GENERAL,GENERAL,716FD03B170,716FD03B170,MESA SUS FORD 150 99-,25,15,50,73.91%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,48067-29225,48067-29225,MESA SUS FOTON VIEW C2 LH,20.8696,15,80,283.33%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,48066-22225,48066-22225,MESA SUS FOTON VIEW C2 RH,30.0261,15,80,166.43%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,545001R000,545001R000,MESA SUS HYUNDAI ACCENT 12- LH ( RKT ),23.4821,15,35,49.05%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,ASUR925537L,ASUR925537L,MESA SUS HYUNDAI ACCENT 12- LH ( SOKITA ),20.5357,15,30,46.09%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,545011R000,545011R000,MESA SUS HYUNDAI ACCENT 12- RH ( RKT ),22.8696,15,35,53.04%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,ASUR925537R,ASUR925537R,MESA SUS HYUNDAI ACCENT 12- RH ( SOKITA  ),19.6429,15,30,52.73%,UNI,0,0,0,N/D,0
AUTOEXPRESS,BM,GENERAL,GENERAL,54500-C9000,RP-PS51,MESA SUS HYUNDAI CRETA 17-20 LH ( BM ),17.86,15,50,143.44%,UNI,1,0,0,N/D,17.86
AUTOEXPRESS,BM,GENERAL,GENERAL,54501-C9000,RP-PS52,MESA SUS HYUNDAI CRETA 17-20 RH ( BM ),17.86,15,50,143.44%,UNI,1,0,0,N/D,17.86
AUTOEXPRESS,BM,GENERAL,GENERAL,54501-1C000,RP-PS54,MESA SUS HYUNDAI GETZ 02-11 RH ( BM ),17.36,15,35,75.32%,UNI,1,0,0,N/D,17.36
N/D,GENERAL,GENERAL,GENERAL,03-005-19-1713,03-005-19-1713,MESA SUS HYUNDAI H1 08- R,40.1786,15,55,36.89%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,55250-2G001,03-005-22-0539,MESA SUS HYUNDAI TUCSON IX 11- 15 / SPORTAGE R 11- 15 / CARENS / RONDO 11- POS LH/RH AUXILIAR 4X2 ( CTR ),12.34,15,22,55.03%,UNI,0,0,0,N/D,0
AUTOEXPRESS,BM,GENERAL,GENERAL,54500-2S000,RP-PS47,MESA SUS HYUNDAI TUCSON IX 11- 15 / SPORTAGE R 11- 15 LH ( BM ),19.06333,15,45,105.27%,UNI,3,0,0,N/D,57.19
AUTOEXPRESS,BM,GENERAL,GENERAL,54501-2S000,RP-PS48,MESA SUS HYUNDAI TUCSON IX 11- 15 / SPORTAGE R 11- 15 RH ( BM ),19.06333,15,45,105.27%,UNI,3,0,0,N/D,57.19
N/D,GENERAL,GENERAL,GENERAL,54500-2S000,ASUR925542L,MESA SUS HYUNDAI TUCSON IX 11-15 SPORTAGE R 11-15 L ( SOKITA ),22.5804,15,40,77.14%,UNI,1,0,0,N/D,22.58
N/D,GENERAL,GENERAL,GENERAL,54501-2S000,ASUR925542R,MESA SUS HYUNDAI TUCSON IX 11-15 SPORTAGE R 11-15 R ( SOKITA ),22.5804,15,40,77.14%,UNI,0,0,0,N/D,0
AUTOEXPRESS,BM,GENERAL,GENERAL,54500-D3000,RP-PS65,MESA SUS HYUNDAI TUCSON TL 16-19 / SPORTAGE GT 16-19 LH ( BM ),22.52,15,50,93.07%,UNI,1,0,0,N/D,22.52
AUTOEXPRESS,BM,GENERAL,GENERAL,54501- D3000,RP-PS66,MESA SUS HYUNDAI TUCSON TL 16-19 / SPORTAGE GT 16-19 RH ( BM ),22.52,15,50,93.07%,UNI,1,0,0,N/D,22.52
N/D,GENERAL,GENERAL,GENERAL,55250-D7000,55250-D7000,MESA SUS HYUNDAI TUCSON TL 16-19 POS L/R AUXILIAR 4X2,24.6435,15,40,62.31%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,54501-D3000,54501-D3000,MESA SUS HYUNDAI TUCSON TL 16-19 SPORTAGE GT 16-19 R,40.1786,15,113.97,183.67%,UNI,0,0,0,N/D,0
SERVICIO DE AUTOPARTES AUTODESER S.A.,MASARU,GENERAL,GENERAL,716CV27E138,716CV27E138,MESA SUS INF CHEVROLET CAPTIVA 1.5 20- RH C/ROTULA ( MASARU ),16.1,15,45,143.05%,UNI,2,0,0,N/D,32.2
N/D,GENERAL,GENERAL,GENERAL,S061799,03-005-08-0235,MESA SUS INF CHEVROLET LUV D-MAX 4X2 05 - L DEL C/ROTULA ( GSP ),57.77,15,75,29.83%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,8-98005-832-0//S061800,03-005-08-0219,MESA SUS INF CHEVROLET LUV D-MAX 4X2 05 - RH DEL C/ROTULA ( GSP ),50.8435,15,75,47.51%,UNI,1,0,0,N/D,50.84
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0227,03-005-08-0227,MESA SUS INF CHEVROLET OPTRA 05 - L DEL C/ROTULA,27,15,35,29.63%,UNI,0,0,0,N/D,0
SERVICIO DE AUTOPARTES AUTODESER S.A.,MASARU,GENERAL,GENERAL,96391851,716CV17A100,MESA SUS INF CHEVROLET OPTRA 05- DEL RH C/ROTULA ( MASARU ),12.33,15,28,97.47%,UNI,3,0,0,N/D,36.99
N/D,GENERAL,GENERAL,GENERAL,7111803012,7111803012,MESA SUS INF CHEVROLET SAIL 1.5 18 - LH ( YOKOMITSU ),10.9857,15,28,154.88%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,7111803011,7111803011,MESA SUS INF CHEVROLET SAIL 1.5 18 - RH ( YOKOMITSU ),10.9857,15,28,154.88%,UNI,0,0,0,N/D,0
SERVICIO DE AUTOPARTES AUTODESER S.A.,MASARU,GENERAL,GENERAL,9065277,716CV07D200,MESA SUS INF CHEVROLET SAIL 1.5 18- DEL LH ( MASARU ),13.27,15,25,63.82%,UNI,3,0,0,N/D,39.81
SERVICIO DE AUTOPARTES AUTODESER S.A.,MASARU,GENERAL,GENERAL,9065278,716CV07D100,MESA SUS INF CHEVROLET SAIL 1.5 18- DEL RH ( MASARU ),13.27,15,25,63.82%,UNI,3,0,0,N/D,39.81
N/D,GENERAL,GENERAL,GENERAL,90498735//S060664,03-005-08-0262,MESA SUS INF CHEVROLET ZAFIRA 01-06 LH DEL C/ROTULA ( GSP ),27.113,15,45,65.97%,UNI,1,0,0,N/D,27.11
N/D,GENERAL,GENERAL,GENERAL,90498736//S060665,03-005-08-0230,MESA SUS INF CHEVROLET ZAFIRA 01-06 RH DEL C/ROTULA ( GSP ),28.4087,15,45,58.4%,UNI,1,0,0,N/D,28.41
N/D,GENERAL,GENERAL,GENERAL,96316765,96316765,MESA SUS INF DAEWOO MATIZ 99 02 SPARK 03 10 TICO R/L ( RTG ),10.7144,15,12,12%,UNI,0,0,0,N/D,0
AUTOEXPRESS,BM,GENERAL,GENERAL,54501-1E000,RP-PS50,MESA SUS INF HYUNDAI ACCENT 06-11 / XCITE 06 -12 RH ( BM ),15.6,15,30,67.22%,UNI,2,0,0,N/D,31.2
AUTOEXPRESS,BM,GENERAL,GENERAL,54500-1E000,RP-PS49,MESA SUS INF HYUNDAI ACCENT 06-11 / XCITE 06-12 LH ( BM ),15.6,15,30,67.22%,UNI,2,0,0,N/D,31.2
N/D,GENERAL,GENERAL,GENERAL,03-005-19-0038,03-005-19-0038,MESA SUS INF HYUNDAI TUCSON 05 - SPORTAGE L DEL S/ROTULA,27.07,15,40,47.77%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-19-0039,03-005-19-0039,MESA SUS INF HYUNDAI TUCSON 05 - SPORTAGE R DEL S/ROTULA,27.07,15,40,47.77%,UNI,0,0,0,N/D,0
SERVICIO DE AUTOPARTES AUTODESER S.A.,MASARU,GENERAL,GENERAL,54500-G6000,716KA02F230,MESA SUS INF KIA PICANTO 17- DEL LH ( MASARU ),15.55,15,38,112.5%,UNI,2,0,0,N/D,31.1
SERVICIO DE AUTOPARTES AUTODESER S.A.,GENERAL,GENERAL,GENERAL,54501-G6000,716KA02F130,MESA SUS INF KIA PICANTO 17- DEL RH ( MASARU ),15.55,15,38,112.5%,UNI,2,0,0,N/D,31.1
N/D,GENERAL,GENERAL,GENERAL,03-005-28-0079,03-005-28-0079,MESA SUS INF NISSAN DATSUN SENTRA B13 92 12 L DEL C/ROTULA,19.31,15,30,55.36%,UNI,1,0,0,N/D,19.31
N/D,GENERAL,GENERAL,GENERAL,03-005-28-0078,03-005-28-0078,MESA SUS INF NISSAN DATSUN SENTRA B13 92 12 R DEL C/ROTULA,19.31,15,30,55.36%,UNI,0,0,0,N/D,0
AUTOEXPRESS,BM,GENERAL,GENERAL,54501-JD000,RP-PS91H,MESA SUS INF NISSAN X-TRAIL T31 08- / QASHQAI  09-14 1.6 LH ( BM ),19.83,15,48,110.48%,UNI,1,0,0,N/D,19.83
AUTOEXPRESS,BM,GENERAL,GENERAL,54500-JD000,RP-PS92H,MESA SUS INF NISSAN X-TRAIL T31 08- / QASHQAI 09-14 1.6 RH ( BM ),19.83,15,48,110.48%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,S060646,S060646,MESA SUS INF RENAULT CLIO 01 - L DEL C/ROTULA,18.6783,15,35,87.38%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-30-0051,03-005-30-0051,MESA SUS INF RENAULT DUSTER 1.6 2.0 12 - R DEL,31.25,15,55,76%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-35-0164,03-005-35-0164,MESA SUS INF TOYOTA COROLLA XLI 01 05 L DEL,19.17,15,35,82.58%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-35-0165,03-005-35-0165,MESA SUS INF TOYOTA COROLLA XLI 01 05 R DEL,21.875,15,32.5,48.57%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-35-0282,03-005-35-0282,MESA SUS INF TOYOTA YARIS NITRO 07 - PRIUS L DEL C/ROTULA,15.6964,15,30,91.13%,UNI,0,0,0,N/D,0
SERVICIO DE AUTOPARTES AUTODESER S.A.,GENERAL,GENERAL,GENERAL,48069-59095,716TY07C200,MESA SUS INF TOYOTA YARIS NITRO 1.3/1.5 3/4/5P 07- DEL LH C/ROTULA ( MASARU ),13.82,15,30,88.76%,UNI,1,0,0,N/D,13.82
SERVICIO DE AUTOPARTES AUTODESER S.A.,MASARU,GENERAL,GENERAL,48068-59095,716TY07C100,MESA SUS INF TOYOTA YARIS NITRO 1.3/1.5 3/4/5P 07- DEL RH C/ROTULA ( MASARU ),13.82,15,30,88.76%,UNI,1,0,0,N/D,13.82
N/D,GENUINE,GENERAL,GENERAL,03-005-22-0633,54501-A4000,MESA SUS KIA CARENS R 2.0 12- 15 / CARENS R 16- RH ( MOBIS ),87.01,15,130,29.92%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,5450007100,5450007100,MESA SUS KIA PICANTO 05-07 LH ( RKT ),22.3036,15,35,56.93%,UNI,1,0,0,N/D,22.3
N/D,GENERAL,GENERAL,GENERAL,03-005-22-0937,03-005-22-0937,MESA SUS KIA PICANTO 08-11 L,25,15,35,40%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,54501-07160,03-005-22-0938,MESA SUS KIA PICANTO 08-11 R,25,15,35,40%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,54500-Q6000,54500-Q6000,MESA SUS KIA SELTOS 19- CRETA 21-23 CRETA 24- DEL LH ( GENUINE),31.7768,15,55,73.08%,UNI,2,0,0,N/D,63.55
N/D,GENERAL,GENERAL,GENERAL,PL-23U7,PL-23U7,MESA SUS NISSAN NAVARA LH/RH,35,15,60,49.07%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,7170623002,7170623002,MESA SUS NISSAN SENTRA B13 94- LH ( YOKOMITSU ),10.9857,15,25,127.57%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,7170623001,7170623001,MESA SUS NISSAN SENTRA B13 94- RH ( YOKOMITSU ),10.9857,15,25,127.57%,UNI,1,0,0,N/D,10.99
SERVICIO DE AUTOPARTES AUTODESER S.A.,MASARU,GENERAL,GENERAL,716SH01A230,716SH01A230,MESA SUS SHINERAY G01 1.5 20- DEL LH ( MASARU ),16.34,15,40,112.87%,UNI,2,0,0,N/D,32.68
SERVICIO DE AUTOPARTES AUTODESER S.A.,MASARU,GENERAL,GENERAL,716SH01A130,716SH01A130,MESA SUS SHINERAY G01 1.5 20- DEL RH ( MASARU ),16.34,15,40,112.87%,UNI,2,0,0,N/D,32.68
N/D,GENERAL,GENERAL,GENERAL,KAS-8-98005837-0,KAS-8-98005837-0,MESA SUS SUP CHEVROLET LUV D-MAX 4X2 05 - L DEL ( KASHIMA ),43.8393,15,65,48.27%,UNI,1,0,0,N/D,43.84
N/D,GENERAL,GENERAL,GENERAL,7111673004,7111673004,MESA SUS SUP CHEVROLET LUV D-MAX 4X2 05 - LH ( YOKOMITSU ),15.7667,15,40,153.7%,UNI,1,0,0,N/D,15.77
N/D,GENERAL,GENERAL,GENERAL,KAS-8-98005836-0,KAS-8-98005836-0,MESA SUS SUP CHEVROLET LUV D-MAX 4X2 05 - R DEL ( KASHIMA ),43.7589,15,65,48.54%,UNI,1,0,0,N/D,43.76
N/D,GENERAL,GENERAL,GENERAL,7111673003,7111673003,MESA SUS SUP CHEVROLET LUV D-MAX 4X2 05 - RH ( YOKOMITSU ),15.7667,15,40,153.7%,UNI,1,0,0,N/D,15.77
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0365,03-005-08-0365,MESA SUS SUP CHEVROLET LUV D-MAX 4X4 14 - L C/ROTULA,28.3,15,45,59.01%,UNI,1,0,0,N/D,28.3
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0366,03-005-08-0366,MESA SUS SUP CHEVROLET LUV D-MAX 4X4 14 - R C/ROTULA,27.79,15,45,61.93%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-25-0068,03-005-25-0068,MESA SUS SUP MAZDA BT-50 4X2 08 - L DEL C/ROTULA,30.37,15,45,48.17%,UNI,1,0,0,N/D,30.37
N/D,GENERAL,GENERAL,GENERAL,03-005-25-0069,03-005-25-0069,MESA SUS SUP MAZDA BT-50 4X2 08 - R DEL C/ROTULA,29.24,15,45,53.9%,UNI,1,0,0,N/D,29.24
AUTOEXPRESS,BM,GENERAL,GENERAL,96535081,RP-PS7,MESA SUSP CHEVROLET AVEO 05- / FAMILY 05- / CHEVY TAXI 05- / SAIL 1.4 12 LH ( BM ),12.375,15,20,40.54%,UNI,9,0,0,N/D,111.38
AUTOEXPRESS,BM,GENERAL,GENERAL,RP-PS8,RP-PS8,MESA SUSP CHEVROLET AVEO 05- / FAMILY 05- / CHEVY TAXI 05- / SAIL 1.4 12 RH ( BM ),10.316,15,20,68.59%,UNI,6,0,0,N/D,61.9
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0331,03-005-08-0331,MESA SUSP CHEVROLET AVEO ARM 05 ACTIVO-FAMILY-CHEVY TAXI ARM LH BUJE SELLADO RECORD,10.7143,15,21.85,103.93%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0514,03-005-08-0514,MESA SUSP CHEVROLET D-MAX 4X2 14 DEL SUP LH C/R,19.913,15,45,125.98%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0515,03-005-08-0515,MESA SUSP CHEVROLET D-MAX 4X2 14 DEL SUP RH C/R,19.913,15,45,125.98%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0384,03-005-08-0384,MESA SUSP CHEVROLET D-MAX 4X2 14 INF LH,41.5304,15,60,44.47%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0385,03-005-08-0385,MESA SUSP CHEVROLET D-MAX 4X2 14 INF RH,40.9217,15,65,58.84%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,8-97945-844-1,8-97945-844-1,MESA SUSP CHEVROLET D-MAX 4X4 14 INF LH (ORIGINAL/ARP),68.3036,15,95,39.08%,UNI,1,0,0,N/D,68.3
N/D,GENERAL,GENERAL,GENERAL,8-97945-843-1,8-97945-843-1,MESA SUSP CHEVROLET D-MAX 4X4 14 INF RH (ORIGINAL/ARP),68.3036,15,95,39.08%,UNI,1,0,0,N/D,68.3
N/D,GENERAL,GENERAL,GENERAL,8979458422,RP-PS14,MESA SUSP CHEVROLET D-MAX 4X4 14 SUP LH C/R ( BM ),24.1429,15,40,65.68%,UNI,3,0,0,N/D,72.43
N/D,GENERAL,GENERAL,GENERAL,8979458412,RP-PS15,MESA SUSP CHEVROLET D-MAX 4X4 14 SUP RH C/R ( BM ),24.1429,15,40,65.68%,UNI,2,0,0,N/D,48.29
N/D,GENERAL,GENERAL,GENERAL,4520167D01,4520167D01,MESA SUSP CHEVROLET GRAND VITARA 99- C/R C/B RH ( KENZU ),33.6161,15,65,93.36%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,4520267D01,4520267D01,MESA SUSP CHEVROLET GRAND VITARA 99- C/R S/B LH ( BM ),32.3214,15,51.34,58.84%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0342,03-005-08-0342,MESA SUSP CHEVROLET GRAND VITARA SZ 08 INF LH,18.5893,15,39.02,109.89%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,45202-65J00,ASUR920801L,MESA SUSP CHEVROLET GRAND VITARA SZ 08 INF LH ( SOKITA),28.3839,15,40,40.92%,UNI,1,0,0,N/D,28.38
N/D,GENERAL,GENERAL,GENERAL,45201-65J00,ASUR920801R,MESA SUSP CHEVROLET GRAND VITARA SZ 08 INF RH ( SOKITA),28.3839,15,40,40.92%,UNI,1,0,0,N/D,28.38
N/D,GENERAL,GENERAL,GENERAL,KAS-23864691,KAS-23864691,MESA SUSP CHEVROLET N300 12 LH ( KASHIMA ),14.7857,15,25,69.08%,UNI,1,0,0,N/D,14.79
N/D,GENERAL,GENERAL,GENERAL,24552619,24552619,MESA SUSP CHEVROLET N300 12 LH ( KENZU ),9.7946,15,20,104.19%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,KAS-23864692,KAS-23864692,MESA SUSP CHEVROLET N300 12 RH ( KASHIMA ),14.7857,15,25,69.08%,UNI,1,0,0,N/D,14.79
N/D,GENERAL,GENERAL,GENERAL,24552620,24552620,MESA SUSP CHEVROLET N300 12 RH ( KENZU ),9.5391,15,20,109.66%,UNI,1,0,0,N/D,9.54
N/D,GENERAL,GENERAL,GENERAL,22.152.007.003,22.152.007.003,MESA SUSP CHEVROLET SAIL 18 LH ( BEZUTO ),14.5536,15,25,71.78%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,9065277,9065277,MESA SUSP CHEVROLET SAIL 18 LH ( BM ),15.9554,15,25,56.69%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,22.151.007.003,22.151.007.003,MESA SUSP CHEVROLET SAIL 18 RH ( BEZUTO ),14.6429,15,25,70.73%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,9065278,9065278,MESA SUSP CHEVROLET SAIL 18 RH ( BM ),15.9554,15,25,56.69%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,2001.4,2001.4,MESA SUSP CHEVROLET SAIL 18 RH ( KENZU ),15.3571,15,25,62.79%,UNI,1,0,0,N/D,15.36
N/D,GENERAL,GENERAL,GENERAL,95319216,95319216,MESA SUSP CHEVROLET SPARK GT 12 BEAT 19 RH ( KENZU ),19.6429,15,30,52.73%,UNI,1,0,0,N/D,19.64
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0099,CQKD15R,MESA SUSP CHEVROLET SPARK GT 12 BEAT 19 RH (CTR),28.5714,15,40,40%,UNI,2,0,0,N/D,57.14
AUTOEXPRESS,BM,GENERAL,GENERAL,95319215,RP-PS33,MESA SUSP CHEVROLET SPARK GT 12- / BEAT 18- LH ( BM ),19.6429,15,30,52.73%,UNI,3,0,0,N/D,58.93
AUTOEXPRESS,BM,GENERAL,GENERAL,95319216,RP-PS34,MESA SUSP CHEVROLET SPARK GT 12- / BEAT 18- RH ( BM ),19.6429,15,30,52.73%,UNI,2,0,0,N/D,39.29
N/D,GENERAL,GENERAL,GENERAL,03-005-11-0008,7111833003,MESA SUSP DAEWOO MATIZ/ SPARK/COQUETO/TICO ( RTG),7.1429,15,12,68%,UNI,1,0,0,N/D,7.14
N/D,GENERAL,GENERAL,GENERAL,716GW04A238,716GW04A238,MESA SUSP DEL INF IZQ  GREAT WALL VOLEEX C30 06-16,14.07,15,30,113.22%,UNI,1,0,0,N/D,14.07
N/D,GENERAL,GENERAL,GENERAL,100-002,100-002,MESA SUSP GREAT WALL VOLEEX C30 WINGLE INF LH ( MOTEX ),25.8839,15,45,73.85%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,100-003,100-003,MESA SUSP GREAT WALL VOLEEX C30 WINGLE INF RH ( MOTEX ),25.8839,15,45,73.85%,UNI,1,0,0,N/D,25.88
N/D,GENERAL,GENERAL,GENERAL,5450025000,5450025000,MESA SUSP HYUNDAI ACCENT 01 05 VERNA ARM LH ( RKT ),18.75,15,35,86.67%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,54500-25000,54500-25000,MESA SUSP HYUNDAI ACCENT 01 05 VERNA ARM LH (ORIGINAL/ARP),27.3214,15,40,46.41%,UNI,6,0,0,N/D,163.93
N/D,GENERAL,GENERAL,GENERAL,5450125000,5450125000,MESA SUSP HYUNDAI ACCENT 01 05 VERNA ARM RH ( RKT ),18.75,15,30,60%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,54501-25000,54501-25000,MESA SUSP HYUNDAI ACCENT 01 05 VERNA ARM RH (ORIGINAL/ARP),27.3214,15,40,46.41%,UNI,6,0,0,N/D,163.93
N/D,GENERAL,GENERAL,GENERAL,545011E000,545011E000,MESA SUSP HYUNDAI ACCENT 06 XCITE ARM RH ( RKT ),17.2321,15,30,74.09%,UNI,1,0,0,N/D,17.23
N/D,GENERAL,GENERAL,GENERAL,54500-1R000,54500-1R000,MESA SUSP HYUNDAI ACCENT 12 INF LH ( ORIGINAL/ARP),28.125,15,45,60%,UNI,8,0,0,N/D,225
N/D,GENERAL,GENERAL,GENERAL,54501-1R000,54501-1R000,MESA SUSP HYUNDAI ACCENT 12 INF RH ( ORIGINAL/ARP),28.125,15,45,60%,UNI,10,0,0,N/D,281.25
N/D,GENERAL,GENERAL,GENERAL,03-005-19-0524,03-005-19-0524,MESA SUSP HYUNDAI ACCENT 95 00 LH ( RECORD ),18.5357,15,30,61.85%,UNI,1,0,0,N/D,18.54
N/D,GENERAL,GENERAL,GENERAL,03-005-19-0525,03-005-19-0525,MESA SUSP HYUNDAI ACCENT 95 00 RH ( RCORD ),18.5357,15,30,61.85%,UNI,1,0,0,N/D,18.54
N/D,GENERAL,GENERAL,GENERAL,03-005-19-0114,03-005-19-0114,MESA SUSP HYUNDAI ELANTRA 12 VELOSTER 12- I30 13- RH ( RECORD ),24.375,15,38,55.9%,UNI,1,0,0,N/D,24.38
N/D,GENERAL,GENERAL,GENERAL,03-005-19-0481,03-005-19-0481,MESA SUSP HYUNDAI EXCEL 92 96 SCOUPE LH ( RECORD ),21.3482,15,28,31.16%,UNI,1,0,0,N/D,21.35
N/D,GENERAL,GENERAL,GENERAL,03-005-19-0480,03-005-19-0480,MESA SUSP HYUNDAI EXCEL 92 96 SCOUPE RH,22.8304,15,35.94,57.41%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,ASUR925525L,ASUR925525L,MESA SUSP HYUNDAI GETZ 02 ARM LH ( SOKITA ),19.6607,15,30,52.59%,UNI,1,0,0,N/D,19.66
N/D,GENERAL,GENERAL,GENERAL,ASUR925525R,ASUR925525R,MESA SUSP HYUNDAI GETZ 02 ARM RH ( SOKITA ),19.6875,15,30,52.38%,UNI,1,0,0,N/D,19.69
N/D,GENERAL,GENERAL,GENERAL,03-005-19-0130,03-005-19-0130,MESA SUSP HYUNDAI TUCSON 05 10 SPORTAGE ARM LH INF ( RECORD ),18.6964,15,40,113.94%,UNI,1,0,0,N/D,18.7
N/D,GENERAL,GENERAL,GENERAL,BJC32007M,BJC32007M,MESA SUSP HYUNDAI TUCSON IX 11 13 SPORTAGE R 11 15 LH S/R COFAP,24,15,46.21,92.52%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-19-0296,03-005-19-0296,MESA SUSP HYUNDAI TUCSON IX 11 13 SPORTAGE R 11 15 RH S/R,27.1739,15,40,47.2%,UNI,0,0,0,N/D,0
SERVICIO DE AUTOPARTES AUTODESER S.A.,MASARU,GENERAL,GENERAL,716GW02A230,716GW02A238,MESA SUSP INF GREAT WALL / HAVAL M4 14- 22 DEL LH ( MASARU ),13.25,15,35,164.15%,UNI,2,0,0,N/D,26.5
SERVICIO DE AUTOPARTES AUTODESER S.A.,MASARU,GENERAL,GENERAL,716GW02A130,716GW02A138,MESA SUSP INF GREAT WALL / HAVAL M4 14- 22 DEL RH ( MASARU ),13.25,15,35,164.15%,UNI,2,0,0,N/D,26.5
N/D,GENERAL,GENERAL,GENERAL,03-005-22-0268,03-005-22-0268,MESA SUSP KIA CERATO FORTE 10 LH ( RECORD ),23.2321,15,40,72.18%,UNI,1,0,0,N/D,23.23
N/D,GENERAL,GENERAL,GENERAL,03-005-22-0269,03-005-22-0269,MESA SUSP KIA CERATO FORTE 10 RH ( RECORD),23.2321,15,40,72.18%,UNI,1,0,0,N/D,23.23
N/D,GENERAL,GENERAL,GENERAL,54500-H9000,54500-H9000,MESA SUSP KIA RIO R LX 17 INF LH ( ORIGINAL/ARP),28.125,15,55,95.56%,UNI,8,0,0,N/D,225
N/D,GENERAL,GENERAL,GENERAL,54501-H9000,54501-H9000,MESA SUSP KIA RIO R LX 17 INF RH ( ORIGINAL/ARP),28.125,15,55,95.56%,UNI,6,0,0,N/D,168.75
N/D,GENERAL,GENERAL,GENERAL,54500FD000,54500FD000,MESA SUSP KIA RIO STYLUS 03 ARM LH ( RKT ),15.7143,15,25,59.09%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,ASUR925547L,ASUR925547L,MESA SUSP KIA RIO STYLUS 03 ARM LH (SOKITA),10.7143,15,22,105.33%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,54501FD000,54501FD000,MESA SUSP KIA RIO STYLUS 03 ARM RH ( RKT ),15.9375,15,25,56.86%,UNI,0,0,0,N/D,0
